Timestamp,"What’s your total salary in US dollars, ANNUAL BEFORE TAXES?",Your country,Zipcode,Primary database,Years of experience with DB,Other databases ,Job type,Job title,Do you manage other staff?,Years of service,How many other people on your team do the same job as you?,Number of database servers,Highest level of higher education completed,Is your college degree computer-related?,Do you hold industry certifications?,How many hours do you work per week?,Number of days do you work from home?,Employer sector,Are you looking for another job right now?,What are your career plans for the year 2018?,To which gender do you most identify?,Other job duties,What kinds of work do you do?
12/11/2017 12:08,107000,United Kingdom,,Microsoft SQL Server,15,"MySQL/MariaDB, Azure SQL DB","Independent consultant, contractor, freelancer, or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,None,4,Bachelors (4 years),No,"No, I never have",37,5 or more,Private business,No,"Stay with the same employer, same role",Male,Architect,Projects
12/11/2017 12:10,160000,United States,91214,Microsoft SQL Server,15,"Oracle, Microsoft Access, SQLite",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,10,None,100,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Private business,No,"Stay with the same role, but change employers",Male,Architect,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching"
12/11/2017 12:14,150000,United States,30004,Microsoft SQL Server,18,None,Full time employee,Developer: T-SQL,No,2,1,8,Masters,Yes,"Yes, and they're currently valid",40,2,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/11/2017 12:16,101000,United States,80205,Microsoft SQL Server,17,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL",Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,3,None,5,Masters,No,"Yes, and they're currently valid",45,1,Non-profit,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Projects, R&D"
12/11/2017 12:28,102000,United States,49544,Microsoft SQL Server,12,"DB2, Redis, Elasticsearch, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,2,1,5,Bachelors (4 years),No,"No, I never have",45,4,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"Architect, Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/11/2017 12:28,153000,United States,91367,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle",Full time employee,Developer: T-SQL,No,1,More than 5,100,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Private business,No,"Stay with the same employer, same role",Male,Engineer,"On-call as part of a rotation, Projects"
12/11/2017 12:35,78750,Denmark,,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, Elasticsearch",Full time employee,Architect,No,10,4,50,Associates (2 years),N/A,"Yes, but they expired",37,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Projects"
12/11/2017 12:39,105000,United States,77005,Oracle,4,None,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",No,4,2,5,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL",Projects
12/11/2017 12:39,125000,United States,22202,Microsoft SQL Server,4,"MySQL/MariaDB, Microsoft Access, Amazon RDS (any flavor)",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,4,1,3,Masters,No,"No, I never have",35,1,Non-profit,No,"Stay with the same employer, same role",Male,"Analyst, Data Scientist, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/11/2017 12:48,48000,United States,,Microsoft SQL Server,0,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,0,None,100,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Female,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
12/11/2017 12:48,125000,United States,926,Microsoft SQL Server,12,Amazon RDS (any flavor),Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,4,350,Bachelors (4 years),No,"No, I never have",45,1,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, R&D"
12/11/2017 13:00,35500,Poland,,Microsoft SQL Server,15,"Oracle, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,10,2,5,Associates (2 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,Projects
12/11/2017 13:10,97500,United States,55435,Microsoft SQL Server,14,None,Full time employee,Developer: T-SQL,No,10,More than 5,3,Bachelors (4 years),Yes,"Yes, but they expired",41,2,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, On-call as part of a rotation, Projects"
12/11/2017 13:13,85000,United States,62819,Microsoft SQL Server,17,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,1,35,Masters,Yes,"Yes, and they're currently valid",40,5 or more,State/province government,"Yes, actively looking for something else",Change both employers and roles,Male,Data Scientist,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/11/2017 13:17,57000,United States,,Microsoft SQL Server,3,None,Full time employee,Engineer,Yes,3,1,5,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching"
12/11/2017 13:18,96600,United States,467xx,Microsoft SQL Server,8,Azure SQL DB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,None,60,Masters,Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects"
12/11/2017 13:25,69000,Belgium,3500,Microsoft SQL Server,8,"Microsoft SQL Server, PostgreSQL, MongoDB, Microsoft Access, Redis, Elasticsearch",Full time employee,Manager,Yes,5,2,40,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,1,Private business,No,"Stay with the same employer, same role",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching"
12/11/2017 13:28,72000,Germany,47,Microsoft SQL Server,6,"Oracle, MySQL/MariaDB, Cassandra",Full time employee,Architect,Yes,5,2,4,Masters,Yes,"Yes, but they expired",45,3,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Meetings & management, Projects, R&D"
12/11/2017 13:34,58000,Canada,V6C 1V4,Microsoft SQL Server,4,Microsoft Access,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,None,52,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects"
12/11/2017 13:52,67789,Australia,2017,Microsoft SQL Server,13,"Microsoft SQL Server, Oracle, PostgreSQL",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,5,None,10,Masters,No,"No, I never have",40,3,Private business,No,"Stay with the same employer, same role",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
12/11/2017 13:52,140000,United States,60181,Microsoft SQL Server,10,Redshift,"Independent consultant, contractor, freelancer, or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,5,50,Bachelors (4 years),No,"Yes, and they're currently valid",40,2,Private business,"Yes, actively looking for something else","Stay with the same employer, but change roles",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, R&D"
12/11/2017 13:58,41000,Russia,,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,Architect,Yes,15,3,5,Doctorate/PhD,Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: T-SQL",
12/11/2017 13:59,10000,Russia,428028,Oracle,5,"Microsoft SQL Server, PostgreSQL",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,4,1000,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Engineer,Manual tasks
12/11/2017 14:03,70000,United States,95070,Microsoft SQL Server,11,None,Part time,Developer: T-SQL,No,8,4,3,Bachelors (4 years),No,"Yes, and they're currently valid",15,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Projects, R&D"
12/11/2017 14:03,24000,Russia,,Microsoft SQL Server,2,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,1,3,15,Masters,N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, R&D"
12/11/2017 14:10,24000,Russia,,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, SQLite",Full time employee,"Developer: App code (C#, JS, etc)",No,2,None,3,Masters,Yes,"Yes, but they expired",50,5 or more,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, Developer: App code (C#, JS, etc)","Build scripts & automation tools, Projects"
12/11/2017 14:26,64186,Canada,t8n 4v2,Microsoft SQL Server,10,"Oracle, MongoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,2,313,Associates (2 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",State/province government,No,"Stay with the same employer, but change roles",Male,"Analyst, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D"
